OFTIC,TICKER,CUSIP,CNAME,PENDS,MEASURE,PDICITY,ANNDATS,VALUE
IDXX,IDXX,45168D10,IDEXX LABS INC,20180630,EPS,QTR,20180801,1.23
IDXX,IDXX,45168D10,IDEXX LABS INC,20180331,EPS,QTR,20180504,1.01
IDXX,IDXX,45168D10,IDEXX LABS INC,20171231,EPS,QTR,20180201,0.77
IEX,IEX,45167R10,IDEX CORPORATION,20200331,EPS,QTR,20200423,1.33
IEX,IEX,45167R10,IDEX,20210331,EPS,QTR,20210427,1.51
IEX,IEX,45167R10,IDEX CORPORATION,20190331,EPS,QTR,20190425,1.44
IEX,IEX,45167R10,IDEX,20220630,EPS,QTR,20220726,2.02
IEX,IEX,45167R10,IDEX,20211231,EPS,QTR,20220201,1.55
IEX,IEX,45167R10,IDEX,20210930,EPS,QTR,20211026,1.63
IEX,IEX,45167R10,IDEX,20210630,EPS,QTR,20210727,1.61
IEX,IEX,45167R10,IDEX CORPORATION,20201231,EPS,QTR,20210203,1.37
IEX,IEX,45167R10,IDEX CORPORATION,20200930,EPS,QTR,20201027,1.4
IEX,IEX,45167R10,IDEX CORPORATION,20200630,EPS,QTR,20200723,1.1
IEX,IEX,45167R10,IDEX CORPORATION,20191231,EPS,QTR,20200129,1.33
IEX,IEX,45167R10,IDEX CORPORATION,20190930,EPS,QTR,20191029,1.52
IEX,IEX,45167R10,IDEX CORPORATION,20190630,EPS,QTR,20190725,1.5
IEX,IEX,45167R10,IDEX CORPORATION,20181231,EPS,QTR,20190129,1.31
IEX,IEX,45167R10,IDEX CORPORATION,20180930,EPS,QTR,20181023,1.41
IEX,IEX,45167R10,IDEX CORPORATION,20180630,EPS,QTR,20180724,1.4
IEX,IEX,45167R10,IDEX CORPORATION,20180331,EPS,QTR,20180430,1.29
IEX,IEX,45167R10,IDEX CORPORATION,20171231,EPS,QTR,20180129,1.12
IEX,IEX,45167R10,IDEX,20220331,EPS,QTR,20220426,1.96
IFF,IFF,45950610,INTL FLAVORS,20210630,EPS,QTR,20210805,1.5
IFF,IFF,45950610,INTL FLAVORS,20220630,EPS,QTR,20220808,1.54
IFF,IFF,45950610,INTL FLAVORS,20220331,EPS,QTR,20220509,1.69
IFF,IFF,45950610,INTL FLAVORS,20211231,EPS,QTR,20220209,1.1
IFF,IFF,45950610,INTL FLAVORS,20210930,EPS,QTR,20211108,1.47
IFF,IFF,45950610,INTL FLAVORS,20210331,EPS,QTR,20210510,1.6
IFF,IFF,45950610,INTL FLAVORS,20201231,EPS,QTR,20210210,1.32
IFF,IFF,45950610,INTL FLAVORS,20200930,EPS,QTR,20201109,1.4
IFF,IFF,45950610,INTL FLAVORS,20200331,EPS,QTR,20200511,1.62
IFF,IFF,45950610,INTL FLAVORS,20191231,EPS,QTR,20200212,1.46
IFF,IFF,45950610,INTL FLAVORS,20190930,EPS,QTR,20191104,1.53
IFF,IFF,45950610,INTL FLAVORS,20190630,EPS,QTR,20190805,1.61
IFF,IFF,45950610,INTL FLAVORS,20190331,EPS,QTR,20190506,1.57
IFF,IFF,45950610,INTL FLAVORS,20181231,EPS,QTR,20190213,1.32
IFF,IFF,45950610,INTL FLAVORS,20180930,EPS,QTR,20181105,1.54
IFF,IFF,45950610,INTL FLAVORS,20180630,EPS,QTR,20180807,1.66
IFF,IFF,45950610,INTL FLAVORS,20180331,EPS,QTR,20180507,1.69
IFF,IFF,45950610,INTL FLAVORS,20171231,EPS,QTR,20180214,1.4
IFF,IFF,45950610,INTL FLAVORS,20200630,EPS,QTR,20200810,1.36
IGC,IGCU/1,45408X30,INDIA GLOBAL,20190630,EPS,QTR,20190809,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20200630,EPS,QTR,20200819,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20210630,EPS,QTR,20210811,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20220630,EPS,QTR,20220805,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20220331,EPS,QTR,20220622,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20211231,EPS,QTR,20220210,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20210930,EPS,QTR,20211029,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20210331,EPS,QTR,20210614,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20201231,EPS,QTR,20210212,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20200930,EPS,QTR,20201120,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20200331,EPS,QTR,20200713,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20191231,EPS,QTR,20200210,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20190930,EPS,QTR,20191106,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20190331,EPS,QTR,20190614,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20180930,EPS,QTR,20181016,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20180630,EPS,QTR,20180803,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20180331,EPS,QTR,20180621,
IGC,IGCU/1,45408X30,INDIA GLOBAL,20171231,EPS,QTR,20180220,
IIIV,IIIV,46571Y10,I3 VERTI,20200630,EPS,QTR,20200810,0.13
IIIV,IIIV,46571Y10,I3 VERTICALS,20220630,EPS,QTR,20220808,0.37
IIIV,IIIV,46571Y10,I3 VERTICALS,20210630,EPS,QTR,20210809,0.26
IIIV,IIIV,46571Y10,I3 VERTICALS,20220331,EPS,QTR,20220509,0.37
IIIV,IIIV,46571Y10,I3 VERTICALS,20211231,EPS,QTR,20220208,0.35
IIIV,IIIV,46571Y10,I3 VERTICALS,20210930,EPS,QTR,20211117,0.33
IIIV,IIIV,46571Y10,I3 VERTICALS,20210331,EPS,QTR,20210510,0.23
IIIV,IIIV,46571Y10,I3 VERTICALS,20201231,EPS,QTR,20210208,0.22
IIIV,IIIV,46571Y10,I3 VERTI,20200930,EPS,QTR,20201119,0.2
IIIV,IIIV,46571Y10,I3 VERTI,20200331,EPS,QTR,20200507,0.2
IIIV,IIIV,46571Y10,I3 VERTI,20191231,EPS,QTR,20200210,0.24
IIIV,IIIV,46571Y10,I3 VERTI,20190930,EPS,QTR,20191121,0.24
IIIV,IIIV,46571Y10,I3 VERTI,20190630,EPS,QTR,20190808,0.2
IIIV,IIIV,46571Y10,I3 VERTICALS,20190331,EPS,QTR,20190513,0.2
IIIV,IIIV,46571Y10,I3 VERTICALS,20181231,EPS,QTR,20190213,0.2
IIIV,IIIV,46571Y10,I3 VERTICALS,20180930,EPS,QTR,20181128,0.19
IIN,SLS,46121H10,INTRICON,20180331,EPS,QTR,20180507,0.1
IIN,SLS,46121H10,INTRICON,20171231,EPS,QTR,20180212,0.07
IIN,SLS,46121H10,INTRICON,20200331,EPS,QTR,20200519,-0.22
IIN,SLS,46121H10,INTRICON,20190930,EPS,QTR,20191104,-0.03
IIN,SLS,46121H10,INTRICON,20200630,EPS,QTR,20200810,-0.02
IIN,SLS,46121H10,INTRICON,20220331,EPS,QTR,20220509,-0.07
IIN,SLS,46121H10,INTRICON,20210331,EPS,QTR,20210510,0.27
IIN,SLS,46121H10,INTRICON,20201231,EPS,QTR,20210225,0.12
IIN,SLS,46121H10,INTRICON,20190331,EPS,QTR,20190429,0.08
IIN,SLS,46121H10,INTRICON,20180930,EPS,QTR,20181105,0.22
IIN,SLS,46121H10,INTRICON,20200930,EPS,QTR,20201109,0.07
IIN,SLS,46121H10,INTRICON,20180630,EPS,QTR,20180725,0.25
IIN,SLS,46121H10,INTRICON,20210930,EPS,QTR,20211108,0.04
IIN,SLS,46121H10,INTRICON,20211231,EPS,QTR,20220228,0
IIN,SLS,46121H10,INTRICON,20181231,EPS,QTR,20190219,0.09
IIN,SLS,46121H10,INTRICON,20210630,EPS,QTR,20210809,0.24
IIN,SLS,46121H10,INTRICON,20191231,EPS,QTR,20200224,0.08
IIN,SLS,46121H10,INTRICON,20190630,EPS,QTR,20190806,-0.57
IIVI,IIVI,90210410,II-VI,20200331,EPS,QTR,20200511,0.47
IIVI,IIVI,90210410,II-VI,20210331,EPS,QTR,20210506,0.91
IIVI,IIVI,90210410,II-VI,20220331,EPS,QTR,20220510,0.95
IIVI,IIVI,90210410,II-VI,20190331,EPS,QTR,20190501,0.62
IIVI,IIVI,90210410,II-VI,20220630,EPS,QTR,20220824,0.98
IIVI,IIVI,90210410,II-VI,20211231,EPS,QTR,20220209,0.92
IIVI,IIVI,90210410,II-VI,20210930,EPS,QTR,20211109,0.87
IIVI,IIVI,90210410,II-VI,20210630,EPS,QTR,20210810,0.88
IIVI,IIVI,90210410,II-VI,20201231,EPS,QTR,20210209,1.08
IIVI,IIVI,90210410,II-VI,20200930,EPS,QTR,20201105,0.84
IIVI,IIVI,90210410,II-VI,20200630,EPS,QTR,20200813,1.18
IIVI,IIVI,90210410,II-VI,20191231,EPS,QTR,20200210,0.36
IIVI,IIVI,90210410,II-VI,20190930,EPS,QTR,20191112,0.57
IIVI,IIVI,90210410,II-VI,20190630,EPS,QTR,20190813,0.67
IIVI,IIVI,90210410,II-VI,20181231,EPS,QTR,20190131,0.71
IIVI,IIVI,90210410,II-VI,20180930,EPS,QTR,20181101,0.56
IIVI,IIVI,90210410,II-VI,20180630,EPS,QTR,20180807,0.52
IIVI,IIVI,90210410,II-VI,20180331,EPS,QTR,20180501,0.36
IIVI,IIVI,90210410,II-VI,20171231,EPS,QTR,20180201,0.39
ILMN,ILMN,45232710,ILLUMINA,20210630,EPS,QTR,20210805,1.87
ILMN,ILMN,45232710,ILLUMINA,20220630,EPS,QTR,20220811,0.57
ILMN,ILMN,45232710,ILLUMINA,20220331,EPS,QTR,20220505,1.07
ILMN,ILMN,45232710,ILLUMINA,20211231,EPS,QTR,20220210,0.75
ILMN,ILMN,45232710,ILLUMINA,20210930,EPS,QTR,20211104,1.45
ILMN,ILMN,45232710,ILLUMINA,20210331,EPS,QTR,20210427,1.89
ILMN,ILMN,45232710,ILLUMINA INC,20201231,EPS,QTR,20210211,1.22
ILMN,ILMN,45232710,ILLUMINA INC,20200930,EPS,QTR,20201029,1.02
ILMN,ILMN,45232710,ILLUMINA INC,20200331,EPS,QTR,20200430,1.64
ILMN,ILMN,45232710,ILLUMINA INC,20191231,EPS,QTR,20200129,1.7
ILMN,ILMN,45232710,ILLUMINA INC,20190930,EPS,QTR,20191024,1.93
ILMN,ILMN,45232710,ILLUMINA INC,20190331,EPS,QTR,20190425,1.6
ILMN,ILMN,45232710,ILLUMINA INC,20181231,EPS,QTR,20190129,1.32
ILMN,ILMN,45232710,ILLUMINA INC,20180930,EPS,QTR,20181023,1.52
ILMN,ILMN,45232710,ILLUMINA INC,20180630,EPS,QTR,20180730,1.43
ILMN,ILMN,45232710,ILLUMINA INC,20180331,EPS,QTR,20180424,1.45
ILMN,ILMN,45232710,ILLUMINA INC,20171231,EPS,QTR,20180130,1.44
ILMN,ILMN,45232710,ILLUMINA INC,20190630,EPS,QTR,20190729,1.35
ILMN,ILMN,45232710,ILLUMINA INC,20200630,EPS,QTR,20200806,0.62
IMDZ,IMDZ,45252L10,IMMUNE DESIGN,20181231,EPS,QTR,20190313,-0.29
IMDZ,IMDZ,45252L10,IMMUNE DESIGN,20180930,EPS,QTR,20181106,-0.29
IMDZ,IMDZ,45252L10,IMMUNE DESIGN,20180630,EPS,QTR,20180801,-0.29
IMDZ,IMDZ,45252L10,IMMUNE DESIGN,20180331,EPS,QTR,20180502,-0.28
IMDZ,IMDZ,45252L10,IMMUNE DESIGN,20171231,EPS,QTR,20180314,-0.29
IMGN,IMGN,45253H10,IMMUNOGEN INC,20190630,EPS,QTR,20190802,-0.29
IMGN,IMGN,45253H10,IMMUNOGEN,20210630,EPS,QTR,20210730,-0.15
IMGN,IMGN,45253H10,IMMUNOGEN,20220630,EPS,QTR,20220729,-0.24
IMGN,IMGN,45253H10,IMMUNOGEN,20220331,EPS,QTR,20220506,-0.1
IMGN,IMGN,45253H10,IMMUNOGEN,20211231,EPS,QTR,20220225,-0.17
IMGN,IMGN,45253H10,IMMUNOGEN,20210930,EPS,QTR,20211029,-0.18
IMGN,IMGN,45253H10,IMMUNOGEN,20210331,EPS,QTR,20210510,-0.17
IMGN,IMGN,45253H10,IMMUNOGEN INC,20201231,EPS,QTR,20210212,0.16
IMGN,IMGN,45253H10,IMMUNOGEN INC,20200930,EPS,QTR,20201106,-0.13
IMGN,IMGN,45253H10,IMMUNOGEN INC,20200331,EPS,QTR,20200501,-0.17
IMGN,IMGN,45253H10,IMMUNOGEN INC,20191231,EPS,QTR,20200214,0.03
IMGN,IMGN,45253H10,IMMUNOGEN INC,20190930,EPS,QTR,20191101,-0.15
IMGN,IMGN,45253H10,IMMUNOGEN INC,20190331,EPS,QTR,20190503,-0.3
IMGN,IMGN,45253H10,IMMUNOGEN INC,20181231,EPS,QTR,20190208,-0.28
IMGN,IMGN,45253H10,IMMUNOGEN INC,20180930,EPS,QTR,20181102,-0.32
IMGN,IMGN,45253H10,IMMUNOGEN INC,20180630,EPS,QTR,20180727,-0.31
IMGN,IMGN,45253H10,IMMUNOGEN INC,20180331,EPS,QTR,20180504,-0.3
IMGN,IMGN,45253H10,IMMUNOGEN INC,20171231,EPS,QTR,20180209,-0.11
IMGN,IMGN,45253H10,IMMUNOGEN INC,20200630,EPS,QTR,20200731,-0.14
IMH,IMH,45254P50,IMPAC MORTGAGE,20201231,EPS,QTR,20210311,0.16
IMH,IMH,45254P50,IMPAC MORTGAGE,20191231,EPS,QTR,20200312,0.08
IMH,IMH,45254P50,IMPAC MORTGAGE,20211231,EPS,QTR,20220310,
IMH,IMH,45254P50,IMPAC MTG HLDGS,20181231,EPS,QTR,20190314,-0.31
IMH,IMH,45254P50,IMPAC MORTGAGE,20210930,EPS,QTR,20211111,
IMH,IMH,45254P50,IMPAC MORTGAGE,20210630,EPS,QTR,20210812,
IMH,IMH,45254P50,IMPAC MORTGAGE,20210331,EPS,QTR,20210506,-0.01
IMH,IMH,45254P50,IMPAC MORTGAGE,20200930,EPS,QTR,20201105,
IMH,IMH,45254P50,IMPAC MORTGAGE,20200630,EPS,QTR,20200806,
IMH,IMH,45254P50,IMPAC MORTGAGE,20200331,EPS,QTR,20200625,
IMH,IMH,45254P50,IMPAC MORTGAGE,20190930,EPS,QTR,20191107,0.37
IMH,IMH,45254P50,IMPAC MTG HLDGS,20190630,EPS,QTR,20190809,
IMH,IMH,45254P50,IMPAC MTG HLDGS,20190331,EPS,QTR,20190510,
IMH,IMH,45254P50,IMPAC MTG HLDGS,20180930,EPS,QTR,20181107,-0.51
IMH,IMH,45254P50,IMPAC MTG HLDGS,20180630,EPS,QTR,20180808,-0.45
IMH,IMH,45254P50,IMPAC MTG HLDGS,20180331,EPS,QTR,20180509,0.18
IMH,IMH,45254P50,IMPAC MTG HLDGS,20171231,EPS,QTR,20180314,-1.24
IMMR,IMMR,45252110,IMMERSION,20210331,EPS,QTR,20210506,0.1
IMMR,IMMR,45252110,IMMERSION,20220331,EPS,QTR,20220512,
IMMR,IMMR,45252110,IMMERSION CORP,20190331,EPS,QTR,20190510,-0.28
IMMR,IMMR,45252110,IMMERSION CORP,20200331,EPS,QTR,20200507,-0.08
IMMR,IMMR,45252110,IMMERSION,20220630,EPS,QTR,20220815,-0.03
IMMR,IMMR,45252110,IMMERSION,20211231,EPS,QTR,20220224,0.17
IMMR,IMMR,45252110,IMMERSION,20210930,EPS,QTR,20211103,0.15
IMMR,IMMR,45252110,IMMERSION,20210630,EPS,QTR,20210816,0.23
IMMR,IMMR,45252110,IMMERSION,20201231,EPS,QTR,20210304,0.29
IMMR,IMMR,45252110,IMMERSION CORP,20200930,EPS,QTR,20201105,0.15
IMMR,IMMR,45252110,IMMERSION CORP,20200630,EPS,QTR,20200806,0.03
IMMR,IMMR,45252110,IMMERSION CORP,20191231,EPS,QTR,20200305,0.1
IMMR,IMMR,45252110,IMMERSION CORP,20190930,EPS,QTR,20191106,0
IMMR,IMMR,45252110,IMMERSION CORP,20190630,EPS,QTR,20190801,-0.24
IMMR,IMMR,45252110,IMMERSION CORP,20181231,EPS,QTR,20190226,-0.02
IMMR,IMMR,45252110,IMMERSION CORP,20180930,EPS,QTR,20181101,-0.07
IMMR,IMMR,45252110,IMMERSION CORP,20180630,EPS,QTR,20180802,-0.18
IMMR,IMMR,45252110,IMMERSION CORP,20180331,EPS,QTR,20180510,2.34
IMMR,IMMR,45252110,IMMERSION CORP,20171231,EPS,QTR,20180222,-0.21
IMMU,IMMU,45290710,IMMUNOMEDICS INC,20190630,EPS,QTR,20190807,-0.4
IMMU,IMMU,45290710,IMMUNOMEDICS INC,20200630,EPS,QTR,20200805,-0.3
IMMU,IMMU,45290710,IMMUNOMEDICS INC,20200331,EPS,QTR,20200506,-0.44
IMMU,IMMU,45290710,IMMUNOMEDICS INC,20191231,EPS,QTR,20200227,-0.5
IMMU,IMMU,45290710,IMMUNOMEDICS INC,20190930,EPS,QTR,20191030,-0.49
IMMU,IMMU,45290710,IMMUNOMEDICS INC,20190331,EPS,QTR,20190509,-0.46
IMMU,IMMU,45290710,IMMUNOMEDICS INC,20181231,EPS,QTR,20190225,-0.5
IMMU,IMMU,45290710,IMMUNOMEDICS INC,20180930,EPS,QTR,20181107,-0.34
IMMU,IMMU,45290710,IMMUNOMEDICS INC,20180630,EPS,QTR,20180823,-0.68
IMMU,IMMU,45290710,IMMUNOMEDICS INC,20180331,EPS,QTR,20180509,-0.21
IMMU,IMMU,45290710,IMMUNOMEDICS INC,20171231,EPS,QTR,20180208,-0.02
INAP,INAP,45885A40,INAP,20190630,EPS,QTR,20190806,-0.78
INAP,INAP,45885A40,INAP,20191231,EPS,QTR,20200508,-0.88
INAP,INAP,45885A40,INAP,20190930,EPS,QTR,20191112,-1.01
INAP,INAP,45885A40,INAP,20190331,EPS,QTR,20190509,-0.7
INAP,INAP,45885A40,INAP,20181231,EPS,QTR,20190314,-0.68
INAP,INAP,45885A40,INAP,20180930,EPS,QTR,20181101,-0.56
INAP,INAP,45885A40,INAP,20180630,EPS,QTR,20180802,-0.47
INAP,INAP,45885A40,INAP,20180331,EPS,QTR,20180503,-0.52
INAP,INAP,45885A40,INAP,20171231,EPS,QTR,20180308,-0.28
INCR,INCR,45329R10,INC RSRCH HLDG,20171231,EPS,QTR,20180228,0.7
INCR,044Q,M549GJ1X,INTERCURE,20220630,EPS,QTR,20220815,0.34
INDB,INDB,45383610,INDEPENDENT BANK,20190930,EPS,QTR,20191017,1.49
INDB,INDB,45383610,INDEPENDENT BANK,20200930,EPS,QTR,20201022,1.07
INDB,INDB,45383610,INDEPENDENT BANK,20220630,EPS,QTR,20220721,1.32
INDB,INDB,45383610,INDEPENDENT BANK,20220331,EPS,QTR,20220421,1.23
INDB,INDB,45383610,INDEPENDENT BANK,20211231,EPS,QTR,20220120,1.63
INDB,INDB,45383610,INDEPENDENT BANK,20210930,EPS,QTR,20211021,1.21
INDB,INDB,45383610,INDEPENDENT BANK,20210630,EPS,QTR,20210722,1.17
INDB,INDB,45383610,INDEPENDENT BANK,20210331,EPS,QTR,20210422,1.26
INDB,INDB,45383610,INDEPENDENT BANK,20201231,EPS,QTR,20210121,1.17
INDB,INDB,45383610,INDEPENDENT BANK,20200630,EPS,QTR,20200723,0.76
INDB,INDB,45383610,INDEPENDENT BANK,20200331,EPS,QTR,20200423,0.78
INDB,INDB,45383610,INDEPENDENT BANK,20191231,EPS,QTR,20200116,1.51
INDB,INDB,45383610,INDEPENDENT BANK,20190630,EPS,QTR,20190718,1.42
INDB,INDB,45383610,INDEPENDENT BANK,20190331,EPS,QTR,20190418,1.25
INDB,INDB,45383610,INDEPENDENT BANK,20181231,EPS,QTR,20190117,1.07
INDB,INDB,45383610,INDEPENDENT BANK,20180930,EPS,QTR,20181018,1.14
INDB,INDB,45383610,INDEPENDENT BANK,20180630,EPS,QTR,20180719,1.13
INDB,INDB,45383610,INDEPENDENT BANK,20180331,EPS,QTR,20180419,1
INDB,INDB,45383610,INDEPENDENT BANK,20171231,EPS,QTR,20180118,0.89
INDI,THBR,45569U10,INDIE SEMI,20220331,EPS,QTR,20220513,-0.11
INDI,THBR,45569U10,INDIE SEMI,20211231,EPS,QTR,20220222,-0.09
INDI,THBR,45569U10,INDIE SEMI,20210630,EPS,QTR,20210810,-0.16
INDI,THBR,45569U10,INDIE SEMI,20210930,EPS,QTR,20211110,-0.09
INDI,THBR,45569U10,INDIE SEMI,20220630,EPS,QTR,20220811,-0.11
INNT,INNT,45782F10,INNOVATE,20191231,EPS,QTR,20200320,
INNT,INNT,45782F10,INNOVATE,20190930,EPS,QTR,20191107,-0.26
INNT,INNT,45782F10,INNOVATE,20190630,EPS,QTR,20190808,-0.132
INNT,INNT,45782F10,INNOVATE,20190331,EPS,QTR,20190510,-0.16
INNT,INNT,45782F10,INNOVATE,20181231,EPS,QTR,20190318,
INNT,INNT,45782F10,INNOVATE,20180930,EPS,QTR,20181113,-0.03
INNT,INNT,45782F10,INNOVATE,20200331,EPS,QTR,20200515,
INNV,00ED,45778V20,INNOVUS PHARMA,20190930,EPS,QTR,20191114,-0.81
INNV,00ED,45778V20,INNOVUS PHARMA,20190630,EPS,QTR,20190813,-0.66
INNV,00ED,45778V10,INNOVUS PHARMA,20190331,EPS,QTR,20190515,-0.81
INNV,00ED,45778V10,INNOVUS PHARMA,20181231,EPS,QTR,20190401,
INNV,00ED,45778V10,INNOVUS PHARMA,20180930,EPS,QTR,20181114,
INNV,00ED,45778V10,INNOVUS PHARMA,20180630,EPS,QTR,20180814,
INNV,00ED,45778V10,INNOVUS PHARMA,20180331,EPS,QTR,20180514,
INNV,00ED,45778V10,INNOVUS PHARMA,20171231,EPS,QTR,20180402,
INNV,03DW,45784A10,INNOVAGE HLDG,20220630,EPS,QTR,20220913,-0.09
INNV,03DW,45784A10,INNOVAGE HLDG,20220331,EPS,QTR,20220510,-0.02
INNV,03DW,45784A10,INNOVAGE HLDG,20211231,EPS,QTR,20220209,0.04
INNV,03DW,45784A10,INNOVAGE HLDG,20210930,EPS,QTR,20211109,0.06
INNV,03DW,45784A10,INNOVAGE HOLDING,20210630,EPS,QTR,20210921,0.05
INOD,INOD,45764220,INNODATA INC,20171231,EPS,QTR,20180308,
INSU,0317,82452T10,SHIFT TECH,20201231,EPS,QTR,20210308,-0.07
INSU,0317,45786710,INSURANCE,20200930,EPS,QTR,20201112,-0.64
INT,INT,98147510,WORLD FUEL SERVS,20220630,EPS,QTR,20220728,0.41
INT,INT,98147510,WORLD FUEL SERVS,20220331,EPS,QTR,20220428,0.42
INT,INT,98147510,WORLD FUEL SERVS,20210930,EPS,QTR,20211028,0.36
INT,INT,98147510,WORLD FUEL SERVS,20210630,EPS,QTR,20210729,0.39
INT,INT,98147510,WORLD FUEL SERVS,20210331,EPS,QTR,20210429,0.33
INT,INT,98147510,WORLD FUEL SERVS,20200930,EPS,QTR,20201029,0.33
INT,INT,98147510,WORLD FUEL SERVS,20200630,EPS,QTR,20200730,0.13
INT,INT,98147510,WORLD FUEL SERVS,20200331,EPS,QTR,20200430,0.67
INT,INT,98147510,WORLD FUEL SERVS,20190930,EPS,QTR,20191030,0.77
INT,INT,98147510,WORLD FUEL SERVS,20190630,EPS,QTR,20190725,0.58
INT,INT,98147510,WORLD FUEL SERVS,20190331,EPS,QTR,20190425,0.66
INT,INT,98147510,WORLD FUEL SERVS,20181231,EPS,QTR,20190221,0.5
INT,INT,98147510,WORLD FUEL SERVS,20180930,EPS,QTR,20181025,0.63
INT,INT,98147510,WORLD FUEL SERVS,20180630,EPS,QTR,20180726,0.47
INT,INT,98147510,WORLD FUEL SERVS,20180331,EPS,QTR,20180426,0.52
INT,INT,98147510,WORLD FUEL SERVS,20171231,EPS,QTR,20180222,0.25
INT,INT,98147510,WORLD FUEL SERVS,20191231,EPS,QTR,20200227,0.87
INT,INT,98147510,WORLD FUEL SERVS,20201231,EPS,QTR,20210225,0.02
INT,INT,98147510,WORLD FUEL SERVS,20211231,EPS,QTR,20220224,0.28
INTC,INTC,45814010,INTEL,20220630,EPS,QTR,20220728,0.29
INTC,INTC,45814010,INTEL,20200630,EPS,QTR,20200723,1.23
INTC,INTC,45814010,INTEL,20210630,EPS,QTR,20210722,1.28
INTC,INTC,45814010,INTEL,20220331,EPS,QTR,20220428,0.87
INTC,INTC,45814010,INTEL,20211231,EPS,QTR,20220126,1.09
INTC,INTC,45814010,INTEL,20210930,EPS,QTR,20211021,1.71
INTC,INTC,45814010,INTEL,20210331,EPS,QTR,20210422,1.39
INTC,INTC,45814010,INTEL,20201231,EPS,QTR,20210121,1.52
INTC,INTC,45814010,INTEL,20200930,EPS,QTR,20201022,1.11
INTC,INTC,45814010,INTEL,20200331,EPS,QTR,20200423,1.45
INTC,INTC,45814010,INTEL,20191231,EPS,QTR,20200123,1.52
INTC,INTC,45814010,INTEL,20190930,EPS,QTR,20191024,1.42
INTC,INTC,45814010,INTEL,20190331,EPS,QTR,20190425,0.89
INTC,INTC,45814010,INTEL,20181231,EPS,QTR,20190124,1.28
INTC,INTC,45814010,INTEL,20180930,EPS,QTR,20181025,1.4
INTC,INTC,45814010,INTEL,20180630,EPS,QTR,20180726,1.04
INTC,INTC,45814010,INTEL,20180331,EPS,QTR,20180426,0.87
INTC,INTC,45814010,INTEL,20171231,EPS,QTR,20180125,1.08
INTC,INTC,45814010,INTEL,20190630,EPS,QTR,20190725,1.06
INTU,INTU,46120210,INTUIT,20220131,EPS,QTR,20220224,1.55
INTU,INTU,46120210,INTUIT,20220731,EPS,QTR,20220823,1.1
INTU,INTU,46120210,INTUIT,20210131,EPS,QTR,20210223,0.68
INTU,INTU,46120210,INTUIT,20220430,EPS,QTR,20220524,7.65
INTU,INTU,46120210,INTUIT,20211031,EPS,QTR,20211118,1.53
INTU,INTU,46120210,INTUIT,20210731,EPS,QTR,20210824,1.97
INTU,INTU,46120210,INTUIT,20210430,EPS,QTR,20210525,6.07
INTU,INTU,46120210,INTUIT,20201031,EPS,QTR,20201119,0.94
INTU,INTU,46120210,INTUIT,20200731,EPS,QTR,20200825,1.81
INTU,INTU,46120210,INTUIT,20200430,EPS,QTR,20200521,4.49
INTU,INTU,46120210,INTUIT,20191031,EPS,QTR,20191121,0.41
INTU,INTU,46120210,INTUIT,20190731,EPS,QTR,20190822,-0.09
INTU,INTU,46120210,INTUIT,20190430,EPS,QTR,20190523,5.55
INTU,INTU,46120210,INTUIT,20181031,EPS,QTR,20181119,0.29
INTU,INTU,46120210,INTUIT,20180731,EPS,QTR,20180823,0.32
INTU,INTU,46120210,INTUIT,20180430,EPS,QTR,20180522,4.82
INTU,INTU,46120210,INTUIT,20180131,EPS,QTR,20180222,0.35
INTU,INTU,46120210,INTUIT,20190131,EPS,QTR,20190221,1
INTU,INTU,46120210,INTUIT,20200131,EPS,QTR,20200224,1.16
INTX,INTX,46098130,INTERSECTIONS,20171231,EPS,QTR,20180330,
INWK,INWK,45773Y10,INNERWORKINGS,20200331,EPS,QTR,20200616,0.04
INWK,INWK,45773Y10,INNERWORKINGS,20191231,EPS,QTR,20200316,-0.01
INWK,INWK,45773Y10,INNERWORKINGS,20190930,EPS,QTR,20191107,0.05
INWK,INWK,45773Y10,INNERWORKINGS,20190331,EPS,QTR,20190509,0.02
INWK,INWK,45773Y10,INNERWORKINGS,20181231,EPS,QTR,20190305,-0.11
INWK,INWK,45773Y10,INNERWORKINGS,20180930,EPS,QTR,20181108,0.04
INWK,INWK,45773Y10,INNERWORKINGS,20180630,EPS,QTR,20180814,0.01
INWK,INWK,45773Y10,INNERWORKINGS,20180331,EPS,QTR,20180731,-0.02
INWK,INWK,45773Y10,INNERWORKINGS,20171231,EPS,QTR,20180312,0.06
