TICKER,CUSIP,EDATE,LFRI,PrePRC,OpmPRC,PostPRC,ANNDATS
013E,82982L10,2019-02-19,2019-02-15,55.07,55.07,55.06,20190219
013E,82982L10,2019-07-31,2019-07-26,68.75,73.11,73.87,20190731
013E,82982L10,2018-08-01,2018-07-27,89.16,88.07,83.86,20180801
013E,82982L10,2018-05-02,2018-04-27,68.77,68.94,71.44,20180502
013E,82982L10,2018-02-20,2018-02-16,78.74,78.74,73.44,20180220
013E,82982L10,2019-05-01,2019-04-26,67.3,67.91,61.01,20190501
013E,82982L10,2018-10-31,2018-10-26,63.0,62.31,68.04,20181031
013E,82982L10,2020-07-29,2020-07-24,120.35,121.52,126.78,20200729
013Z,22164K10,2018-07-26,2018-07-20,44.53,44.41,44.53,20180726
014N,42704L10,2019-10-23,2019-10-18,47.16,46.71,44.06,20191023
014N,42704L10,2018-08-08,2018-08-03,56.39,55.64,51.35,20180808
014N,42704L10,2020-02-27,2020-02-21,37.0,42.74,37.43,20200227
014N,42704L10,2021-04-22,2021-04-16,96.27,97.56,96.98,20210422
014N,42704L10,2021-02-18,2021-02-12,73.0,74.88,72.65,20210218
014N,42704L10,2020-10-22,2020-10-16,45.63,46.17,44.83,20201022
014N,42704L10,2020-07-23,2020-07-17,35.42,34.19,37.29,20200723
014N,42704L10,2019-08-01,2019-07-26,45.14,44.91,45.84,20190801
014N,42704L10,2018-02-28,2018-02-23,66.11,65.24,65.21,20180228
014N,42704L10,2020-04-23,2020-04-17,21.37,21.23,22.18,20200423
014N,42704L10,2019-05-02,2019-04-26,48.13,47.55,46.18,20190502
014N,42704L10,2018-11-08,2018-11-02,34.36,33.16,38.04,20181108
014N,42704L10,2019-02-28,2019-02-22,40.1,42.19,44.0,20190228
016W,05070R10,2018-08-07,2018-08-03,37.98,37.26,34.25,20180807
017N,04650Y10,2021-06-02,2021-05-28,36.69,37.54,36.99,20210602
017N,04650Y10,2019-03-27,2019-03-22,22.85,22.17,18.2,20190327
017N,04650Y10,2018-12-06,2018-11-30,27.81,28.5,23.75,20181206
017N,04650Y10,2019-06-06,2019-05-31,17.51,19.05,7.5,20190606
01A6,25787G10,2020-11-04,2020-10-30,14.04,12.63,14.0,20201104
01A6,25787G10,2021-02-25,2021-02-19,22.71,22.16,23.95,20210225
01A6,25787G10,2020-02-26,2020-02-21,8.4,9.61,9.19,20200226
01A6,25787G10,2019-05-02,2019-04-26,15.09,15.35,15.73,20190502
01A6,25787G10,2020-08-05,2020-07-31,9.85,8.65,11.71,20200805
01A6,25787G10,2018-02-28,2018-02-23,20.02,20.19,17.31,20180228
01A6,25787G10,2019-08-01,2019-07-26,13.63,13.9,13.89,20190801
01A6,25787G10,2018-08-02,2018-07-27,20.72,20.72,20.03,20180802
01A6,25787G10,2021-05-05,2021-04-30,30.65,30.56,30.1,20210505
01A6,25787G10,2019-02-27,2019-02-22,16.14,16.63,14.34,20190227
01A6,25787G10,2019-11-05,2019-11-01,11.43,11.45,9.56,20191105
01A6,25787G10,2018-05-02,2018-04-27,18.62,18.57,19.26,20180502
01A6,25787G10,2018-11-07,2018-11-02,15.77,15.82,17.48,20181107
01A6,25787G10,2020-05-07,2020-05-01,6.96,7.3,7.78,20200507
01AC,00509810,2020-11-06,2020-10-30,36.67,34.13,39.05,20201106
01AC,00509810,2021-02-25,2021-02-19,43.99,44.29,43.7,20210225
01AC,00509810,2021-05-06,2021-04-30,42.91,42.31,51.55,20210506
01AC,00509810,2019-08-07,2019-08-02,24.94,25.16,23.96,20190807
01AC,00509810,2020-08-05,2020-07-31,39.34,38.05,36.98,20200805
01AC,00509810,2020-02-27,2020-02-21,26.9,29.83,25.57,20200227
01AC,00509810,2019-02-28,2019-02-22,24.9,24.36,24.91,20190228
01AC,00509810,2018-11-01,2018-10-26,24.43,23.55,25.26,20181101
01AC,00509810,2020-05-07,2020-05-01,27.23,26.52,27.42,20200507
01AC,00509810,2019-10-31,2019-10-25,28.52,28.67,28.45,20191031
01AC,00509810,2018-08-02,2018-07-27,24.11,24.37,25.4,20180802
01AC,00509810,2018-03-07,2018-03-02,22.12,21.06,22.41,20180307
01AC,00509810,2019-05-08,2019-05-03,25.68,26.03,24.05,20190508
01AC,00509810,2018-05-03,2018-04-27,24.45,24.17,22.06,20180503
01BP,83191H10,2018-05-10,2018-05-04,7.95,7.31,6.315,20180510
01BP,83191H10,2018-03-15,2018-03-09,7.29,7.74,6.16,20180315
01BP,83191H10,2019-08-07,2019-08-02,2.02,2.25,2.35,20190807
01BP,83191H10,2020-02-26,2020-02-21,1.78,2.0,1.72,20200226
01BP,83191H10,2019-11-06,2019-11-01,2.48,2.44,2.62,20191106
01BP,83191H10,2019-05-07,2019-05-03,3.87,3.87,3.98,20190507
01BP,83191H10,2019-03-14,2019-03-08,2.97,2.72,3.48,20190314
01BP,83191H10,2018-11-08,2018-11-02,2.87,3.22,3.27,20181108
01BP,83191H10,2018-08-09,2018-08-03,5.3,5.51,5.82,20180809
01GF,12674R10,2019-05-07,2019-05-03,13.98,14.11,14.43,20190507
01GF,12674R10,2019-02-21,2019-02-15,17.63,16.98,17.7,20190221
01GF,12674R10,2018-11-01,2018-10-26,18.78,18.06,19.31,20181101
01GF,12674R10,2018-02-22,2018-02-16,26.11,26.52,23.95,20180222
01GF,12674R10,2018-05-03,2018-04-27,29.6,29.41,29.56,20180503
01GF,12674R10,2019-08-06,2019-08-02,10.05,9.81,9.55,20190806
01GF,12674R10,2018-08-02,2018-07-27,22.81,23.53,24.3,20180802
01IN,69324R10,2021-01-28,2021-01-22,14.4,15.41,14.95,20210128
01IN,69324R10,2020-04-30,2020-04-24,14.58,12.92,13.65,20200430
01IN,69324R10,2020-10-29,2020-10-23,13.29,13.9,13.22,20201029
01IN,69324R10,2020-08-06,2020-07-31,11.24,11.12,11.5,20200806
01IN,69324R10,2019-08-01,2019-07-26,19.44,19.84,19.25,20190801
01IN,69324R10,2021-04-29,2021-04-23,17.19,17.21,17.56,20210429
01IN,69324R10,2019-10-23,2019-10-18,20.15,20.24,20.4,20191023
01IN,69324R10,2018-08-02,2018-07-27,19.38,20.02,20.04,20180802
01IN,69324R10,2019-01-24,2019-01-18,19.53,20.02,19.5,20190124
01IN,69324R10,2018-04-26,2018-04-20,20.33,21.2,20.39,20180426
01IN,69324R10,2018-10-25,2018-10-19,18.27,19.75,18.5,20181025
01IN,69324R10,2020-01-23,2020-01-17,19.72,19.78,19.8,20200123
01JE,12739A10,2019-01-28,2019-01-25,18.85,18.85,19.13,20190128
01JE,12739A10,2021-01-25,2021-01-22,20.46,20.46,19.76,20210125
01JE,12739A10,2019-07-22,2019-07-19,19.61,19.61,15.86,20190722
01JE,12739A10,2020-10-21,2020-10-16,10.99,10.43,11.69,20201021
01JE,12739A10,2020-07-22,2020-07-17,8.34,7.87,8.13,20200722
01JE,12739A10,2019-10-23,2019-10-18,17.97,17.73,15.74,20191023
01JE,12739A10,2018-10-22,2018-10-19,21.96,21.96,21.6,20181022
01JE,12739A10,2020-01-23,2020-01-17,17.65,17.99,16.34,20200123
01JE,12739A10,2018-07-23,2018-07-20,29.56,29.56,28.72,20180723
01JE,12739A10,2019-04-29,2019-04-26,21.4,21.4,22.45,20190429
01JE,12739A10,2020-04-29,2020-04-24,6.52,5.39,7.11,20200429
01JE,12739A10,2021-04-22,2021-04-16,21.55,22.75,20.97,20210422
01KJ,18914U10,2021-06-01,2021-05-28,12.86,12.86,15.93,20210601
01LJ,83418M10,2018-07-31,2018-07-27,14.64,14.63,15.69,20180731
01LW,14575E10,2019-02-28,2019-02-22,24.7,25.16,23.54,20190228
01LW,14575E10,2020-02-26,2020-02-21,10.58,12.02,8.89,20200226
01LW,14575E10,2021-02-25,2021-02-19,14.3,13.13,12.47,20210225
01LW,14575E10,2020-05-06,2020-05-01,4.52,4.89,6.91,20200506
01LW,14575E10,2019-05-10,2019-05-03,20.82,21.4,22.08,20190510
01LW,14575E10,2019-08-05,2019-08-02,18.04,18.04,11.82,20190805
01LW,14575E10,2021-05-06,2021-04-30,13.11,13.21,12.99,20210506
01LW,14575E10,2020-11-09,2020-11-06,9.32,9.32,8.85,20201109
01LW,14575E10,2018-05-09,2018-05-04,27.74,27.59,25.13,20180509
01LW,14575E10,2018-03-06,2018-03-02,28.29,27.98,29.45,20180306
01LW,14575E10,2020-07-30,2020-07-24,6.89,6.21,8.32,20200730
01LW,14575E10,2018-11-07,2018-11-02,26.3,26.36,25.87,20181107
01LW,14575E10,2018-08-08,2018-08-03,28.02,28.13,27.29,20180808
01LW,14575E10,2019-11-06,2019-11-01,11.85,12.02,12.14,20191106
01NX,09523Q20,2019-10-31,2019-10-25,7.09,7.44,7.16,20191031
01NX,09523Q20,2021-02-18,2021-02-12,10.55,10.01,8.84,20210218
01NX,09523Q20,2021-05-06,2021-04-30,5.91,5.93,5.01,20210506
01NX,09523Q20,2020-07-29,2020-07-24,14.08,13.04,12.24,20200729
01NX,09523Q20,2020-04-29,2020-04-24,12.55,11.08,9.38,20200429
01NX,09523Q20,2019-08-06,2019-08-02,7.83,7.8,8.48,20190806
01NX,09523Q20,2020-10-29,2020-10-23,6.57,6.46,4.86,20201029
01UZ,63845R10,2019-11-07,2019-11-01,24.83,23.615,29.71,20191107
01UZ,63845R10,2021-03-03,2021-02-26,47.8,47.49,47.66,20210303
01UZ,63845R10,2020-05-07,2020-05-01,24.0,24.8,24.45,20200507
01UZ,63845R10,2020-08-06,2020-07-31,33.92,31.99,33.25,20200806
01UZ,63845R10,2021-05-13,2021-05-07,46.91,51.16,46.96,20210513
01UZ,63845R10,2020-02-26,2020-02-21,33.83,35.95,38.6,20200226
01UZ,63845R10,2020-11-05,2020-10-30,43.69,40.33,45.2,20201105
01UZ,63845R10,2019-05-09,2019-05-03,26.59,27.72,27.49,20190509
01UZ,63845R10,2018-11-13,2018-11-09,42.49,43.85,41.09,20181113
01UZ,63845R10,2019-02-27,2019-02-22,34.06,33.69,32.95,20190227
01UZ,63845R10,2018-08-14,2018-08-10,43.75,44.9,43.63,20180814
01UZ,63845R10,2018-05-15,2018-05-11,33.0,33.05,31.97,20180515
01UZ,63845R10,2018-03-08,2018-03-02,34.89,35.73,34.19,20180308
01UZ,63845R10,2019-08-06,2019-08-02,28.97,29.81,29.79,20190806
01W3,03753U10,2020-11-02,2020-10-30,31.9,31.9,31.55,20201102
01W3,03753U10,2019-11-05,2019-11-01,30.61,30.5,30.37,20191105
01W3,03753U10,2018-11-13,2018-11-09,14.74,14.85,15.24,20181113
01W8,21988010,2018-05-15,2018-05-11,16.63,16.53,16.73,20180515
01W8,21988010,2018-03-06,2018-03-02,15.94,15.82,15.91,20180306
01X0,62818Q10,2019-11-12,2019-11-08,2.71,2.73,2.67,20191112
01X0,62818Q10,2019-03-18,2019-03-15,4.24,4.24,4.12,20190318
01X0,62818Q10,2019-05-10,2019-05-03,4.08,4.09,4.32,20190510
01XB,24823R10,2021-05-03,2021-04-30,60.44,60.44,58.31,20210503
01XB,24823R10,2019-03-12,2019-03-08,21.81,20.61,22.2,20190312
01XB,24823R10,2018-05-11,2018-05-04,20.5,18.98,19.44,20180511
01ZA,65441V10,2020-08-06,2020-07-31,2.06,1.86,1.79,20200806
01ZA,65441V10,2021-03-08,2021-03-05,3.6,3.6,3.59,20210308
01ZA,65441V10,2021-05-06,2021-04-30,2.1,1.97,1.99,20210506
01ZA,65441V10,2020-03-09,2020-03-06,2.16,2.16,1.36,20200309
01ZA,65441V10,2020-11-05,2020-10-30,1.14,1.07,1.13,20201105
01ZA,65441V10,2019-08-12,2019-08-09,9.83,9.83,9.25,20190812
01ZA,65441V10,2020-05-07,2020-05-01,1.07,1.21,1.3,20200507
01ZA,65441V10,2018-05-14,2018-05-11,30.98,30.98,33.44,20180514
01ZA,65441V10,2018-08-13,2018-08-10,29.45,29.45,28.99,20180813
01ZB,00090Q10,2018-05-09,2018-05-04,8.57,8.08,7.82,20180509
01ZN,00700210,2021-05-17,2021-05-14,13.42,13.42,13.18,20210517
022K,19764110,2019-07-24,2019-07-19,15.6,15.52,15.53,20190724
023R,21044C10,2021-05-07,2021-04-30,32.48,31.73,30.95,20210507
023R,21044C10,2020-12-11,2020-12-04,29.11,28.08,27.7,20201211
023R,21044C10,2020-05-08,2020-05-01,16.44,17.21,16.95,20200508
023R,21044C10,2021-02-05,2021-01-29,30.66,28.42,29.17,20210205
023R,21044C10,2020-02-07,2020-01-31,17.57,16.78,15.8,20200207
023R,21044C10,2020-08-07,2020-07-31,18.65,16.55,19.51,20200807
024S,72941B10,2021-02-10,2021-02-05,21.62,21.24,21.65,20210210
026D,05455M10,2018-11-13,2018-11-09,28.32,28.57,29.96,20181113
026D,05455M10,2021-03-18,2021-03-12,13.7,13.21,12.79,20210318
026D,05455M10,2020-11-05,2020-10-30,16.66,14.28,14.91,20201105
026D,05455M10,2021-05-13,2021-05-07,8.79,8.6,8.79,20210513
026D,05455M10,2020-05-07,2020-05-01,15.26,13.15,14.59,20200507
026D,05455M10,2019-11-07,2019-11-01,14.4,14.93,14.55,20191107
026D,05455M10,2020-08-06,2020-07-31,16.32,16.95,16.87,20200806
026D,05455M10,2019-03-25,2019-03-22,18.2,18.2,17.78,20190325
026D,05455M10,2020-03-16,2020-03-13,14.88,14.88,10.08,20200316
026D,05455M10,2019-08-08,2019-08-02,17.92,19.38,20.04,20190808
026D,05455M10,2019-05-13,2019-05-10,19.54,19.54,19.16,20190513
027P,21037310,2021-02-24,2021-02-19,36.31,36.84,27.22,20210224
027P,21037310,2021-05-10,2021-05-07,20.8,20.8,19.76,20210510
027P,21037310,2020-05-06,2020-05-01,39.97,35.75,44.9,20200506
027P,21037310,2019-11-06,2019-11-01,14.77,14.13,28.1,20191106
027P,21037310,2020-10-29,2020-10-23,23.37,24.2,18.71,20201029
027P,21037310,2020-08-05,2020-07-31,27.89,26.89,25.83,20200805
027U,34417P10,2020-02-20,2020-02-14,31.01,29.68,34.04,20200220
027U,34417P10,2020-08-06,2020-07-31,39.17,36.95,39.94,20200806
027U,34417P10,2021-05-06,2021-04-30,47.57,47.06,46.64,20210506
027U,34417P10,2021-02-18,2021-02-12,53.14,52.82,54.7,20210218
027U,34417P10,2020-11-05,2020-10-30,39.97,36.51,39.24,20201105
027U,34417P10,2020-05-07,2020-05-01,22.82,22.63,24.05,20200507
027U,34417P10,2019-08-08,2019-08-02,24.93,26.67,24.2,20190808
027U,34417P10,2019-11-07,2019-11-01,23.77,22.57,26.15,20191107
027U,34417P10,2019-02-21,2019-02-15,30.66,30.49,32.35,20190221
027U,34417P10,2019-05-09,2019-05-03,37.44,38.75,34.08,20190509
027V,08579X10,2020-11-04,2020-10-30,2.84,2.62,2.69,20201104
027V,08579X10,2019-11-07,2019-11-01,10.45,9.76,10.99,20191107
02A0,28414H10,2021-05-07,2021-04-30,31.05,31.71,32.88,20210507
02A0,28414H10,2020-07-30,2020-07-24,21.15,23.59,22.45,20200730
02A0,28414H10,2019-11-06,2019-11-01,27.43,27.4,26.68,20191106
02A0,28414H10,2021-02-24,2021-02-19,30.86,30.1,31.55,20210224
02A0,28414H10,2020-02-19,2020-02-14,30.45,30.98,29.93,20200219
02A0,28414H10,2019-08-13,2019-08-09,29.68,30.65,29.85,20190813
02A0,28414H10,2019-02-06,2019-02-01,30.22,29.45,29.01,20190206
02A0,28414H10,2020-05-07,2020-05-01,22.93,24.04,19.88,20200507
02A0,28414H10,2019-05-09,2019-05-03,31.39,32.13,32.96,20190509
02A0,28414H10,2020-11-06,2020-10-30,32.58,31.01,30.29,20201106
02B4,01977010,2020-05-06,2020-05-01,30.86,28.45,30.07,20200506
02B4,01977010,2020-11-04,2020-10-30,33.79,33.92,31.06,20201104
02B4,01977010,2020-08-05,2020-07-31,37.08,36.67,38.45,20200805
02B4,01977010,2019-08-07,2019-08-02,29.75,29.53,29.59,20190807
02B4,01977010,2019-03-08,2019-03-01,29.65,31.34,28.38,20190308
02B4,01977010,2019-11-05,2019-11-01,28.92,28.94,27.66,20191105
02B4,01977010,2019-05-07,2019-05-03,31.09,30.23,29.79,20190507
02B4,01977010,2020-02-27,2020-02-21,25.45,26.01,25.92,20200227
02B6,03272L10,2021-02-25,2021-02-19,79.45,83.99,67.25,20210225
02B6,03272L10,2020-08-26,2020-08-21,47.82,48.91,58.15,20200826
02B6,03272L10,2020-11-24,2020-11-20,62.25,62.14,67.22,20201124
02B6,03272L10,2019-08-27,2019-08-23,59.35,57.09,57.71,20190827
02B6,03272L10,2020-02-27,2020-02-21,58.09,59.87,44.03,20200227
02B6,03272L10,2019-02-25,2019-02-22,33.39,33.39,36.83,20190225
02B6,03272L10,2021-05-27,2021-05-21,56.99,56.89,49.61,20210527
02B6,03272L10,2019-05-28,2019-05-24,37.11,37.11,43.87,20190528
02B6,03272L10,2019-11-21,2019-11-15,49.15,47.8,53.09,20191121
02B6,03272L10,2020-05-26,2020-05-22,51.06,51.06,47.15,20200526
02BO,83417Q10,2021-02-25,2021-02-19,15.72,15.85,15.6,20210225
02BO,83417Q10,2021-04-29,2021-04-23,18.42,18.32,17.26,20210429
02C9,90184D10,2020-11-23,2020-11-20,115.56,115.56,117.19,20201123
02EO,98212N10,2020-07-31,2020-07-24,11.49,11.07,9.8,20200731
02GR,72352L10,2020-07-31,2020-07-24,25.19,24.54,34.29,20200731
02H0,89267210,2021-02-04,2021-01-29,64.38,60.79,63.36,20210204
02H0,89267210,2021-04-29,2021-04-23,79.5,80.23,80.78,20210429
02H0,89267210,2020-07-30,2020-07-24,54.61,54.49,53.56,20200730
02H0,89267210,2020-02-12,2020-02-07,46.18,44.98,46.89,20200212
02H0,89267210,2020-10-28,2020-10-23,59.75,60.48,56.84,20201028
02H0,89267210,2019-08-08,2019-08-02,45.86,46.5,44.24,20190808
02H6,05875B10,2021-05-10,2021-05-07,58.27,58.27,55.17,20210510
02H6,05875B10,2021-03-04,2021-02-26,60.61,59.52,52.3,20210304
02HC,54351810,2021-06-01,2021-05-28,9.23,9.23,9.28,20210601
02HC,54351810,2019-10-08,2019-10-04,12.29,12.29,12.78,20191008
02J0,05352A10,2020-02-07,2020-01-31,19.24,18.47,17.52,20200207
02J0,05352A10,2019-11-05,2019-11-01,14.99,14.95,14.85,20191105
02J0,05352A10,2019-08-06,2019-08-02,16.01,16.61,16.98,20190806
02MI,26815010,2021-05-12,2021-05-07,45.38,46.78,44.86,20210512
02MI,26815010,2020-07-29,2020-07-24,40.74,41.28,41.91,20200729
02MI,26815010,2020-10-28,2020-10-23,40.79,43.32,36.11,20201028
02MI,26815010,2020-05-12,2020-05-08,33.5,31.22,32.4,20200512
02MI,26815010,2021-02-03,2021-01-29,44.02,41.51,50.12,20210203
02MI,26815010,2020-01-29,2020-01-24,28.68,27.76,31.0,20200129
02ND,70614W10,2019-11-05,2019-11-01,24.61,24.99,22.74,20191105
AA,44320110,2021-02-03,2021-01-29,26.11,24.58,26.86,20210203
AA,44320110,2020-11-09,2020-11-06,18.85,18.85,22.43,20201109
AA,44320110,2021-05-06,2021-04-30,32.35,31.96,32.21,20210506
AA,44320110,2020-08-06,2020-07-31,16.08,14.78,17.28,20200806
AA0A,00444610,2018-09-28,2018-09-21,2.39,3.04,2.26,20180928
AA0A,00444610,2019-02-20,2019-02-15,1.03,1.1,0.3531,20190220
AA10,02077210,2021-03-09,2021-03-05,12.15,12.45,10.7,20210309
AA10,02077210,2020-11-05,2020-10-30,14.66,14.19,15.48,20201105
AA1N,29873610,2020-07-29,2020-07-24,96.6,98.27,100.45,20200729
AA1N,29873610,2020-02-11,2020-02-07,157.93,158.56,145.14,20200211
AA2E,04269X10,2019-05-07,2019-05-03,23.11,23.17,22.32,20190507
AA2E,04269X10,2019-02-05,2019-02-01,18.89,19.2,20.96,20190205
AA2E,04269X10,2018-10-30,2018-10-26,14.43,14.56,15.04,20181030
AA2E,04269X10,2018-08-14,2018-08-10,14.65,14.8,14.27,20180814
AA2E,04269X10,2018-05-09,2018-05-04,13.62,13.66,13.69,20180509
AA2E,04269X10,2018-02-06,2018-02-02,14.09,14.88,16.28,20180206
AA30,45826H10,2021-04-29,2021-04-23,95.9,94.78,95.16,20210429
AA30,45826H10,2021-02-18,2021-02-12,76.85,81.26,82.9,20210218
AA30,45826H10,2020-10-29,2020-10-23,60.94,66.31,61.03,20201029
AA30,45826H10,2020-07-30,2020-07-24,69.96,69.68,68.25,20200730
AA30,45826H10,2020-02-20,2020-02-14,93.24,90.95,98.93,20200220
AA30,45826H10,2019-10-31,2019-10-25,77.61,74.37,77.44,20191031
AA30,45826H10,2019-08-01,2019-07-26,87.53,85.78,88.34,20190801
AA30,45826H10,2019-02-21,2019-02-15,85.25,82.69,86.18,20190221
AA30,45826H10,2018-08-02,2018-07-27,71.4,72.05,72.85,20180802
AA30,45826H10,2019-05-02,2019-04-26,67.72,69.41,72.25,20190502
AA30,45826H10,2018-11-01,2018-10-26,74.47,72.11,83.94,20181101
AA3E,12514110,2021-05-06,2021-04-30,7.47,7.3,7.15,20210506
AA3E,12514110,2021-03-03,2021-02-26,8.18,8.2,8.52,20210303
AA3E,12514110,2020-08-05,2020-07-31,6.81,6.7,7.4,20200805
AA3E,12514110,2020-11-04,2020-10-30,6.76,7.08,6.21,20201104
AA3E,12514110,2020-05-06,2020-05-01,4.8,5.2,4.69,20200506
AA3E,12514110,2020-03-04,2020-02-28,6.42,6.75,7.14,20200304
AA3E,12514110,2019-08-06,2019-08-02,8.62,9.02,8.17,20190806
AA3E,12514110,2019-11-06,2019-11-01,7.14,7.09,7.77,20191106
AA3E,12514110,2019-05-08,2019-05-03,7.72,7.85,8.0,20190508
AA3E,12514110,2019-03-07,2019-03-01,7.49,7.84,7.27,20190307
AA3E,12514110,2018-05-10,2018-05-04,4.52,4.68,5.71,20180510
AA3E,12514110,2018-03-08,2018-03-02,4.24,4.18,4.11,20180308
AA3E,12514110,2018-08-08,2018-08-03,6.95,6.74,8.0,20180808
AA3E,12514110,2018-11-07,2018-11-02,8.05,7.61,8.33,20181107
AA3O,20786W10,2021-04-29,2021-04-23,26.96,27.13,26.91,20210429
AA3O,20786W10,2021-01-28,2021-01-22,19.79,21.55,21.53,20210128
AA3O,20786W10,2020-07-30,2020-07-24,14.03,14.0,14.19,20200730
AA3O,20786W10,2020-04-30,2020-04-24,16.33,13.53,14.94,20200430
AA3O,20786W10,2020-01-23,2020-01-17,25.28,25.5,25.04,20200123
AA3O,20786W10,2020-10-29,2020-10-23,15.0,16.49,15.32,20201029
AA3O,20786W10,2019-10-24,2019-10-18,22.61,22.33,23.96,20191024
AA3O,20786W10,2019-07-25,2019-07-19,23.26,22.62,22.85,20190725
AA3O,20786W10,2018-10-25,2018-10-19,19.36,21.29,20.96,20181025
AA3O,20786W10,2019-01-24,2019-01-18,20.12,20.54,20.39,20190124
AA3O,20786W10,2018-07-26,2018-07-20,24.65,25.35,25.3,20180726
AA3O,20786W10,2018-04-26,2018-04-20,29.15,29.4,27.8,20180426
AA3O,20786W10,2018-01-25,2018-01-19,28.15,28.8,28.9,20180125
AA4U,23337740,2021-03-09,2021-03-05,33.96,32.25,32.39,20210309
AA4U,23337740,2021-05-07,2021-04-30,32.81,29.27,32.27,20210507
AA4U,23337740,2020-03-06,2020-02-28,27.54,28.39,23.03,20200306
AA4U,23337740,2020-08-06,2020-07-31,19.05,16.88,18.04,20200806
AA4U,23337740,2020-05-08,2020-05-01,14.13,14.15,16.05,20200508
AA4U,23337740,2020-11-06,2020-10-30,17.3,15.64,17.16,20201106
AA4U,23337740,2019-05-07,2019-05-03,43.5,43.38,39.02,20190507
AA4U,23337740,2018-11-05,2018-11-02,34.78,34.78,39.87,20181105
AA51,13303410,2021-01-26,2021-01-22,37.31,38.34,37.54,20210126
AA51,13303410,2020-10-27,2020-10-23,32.96,33.46,31.96,20201027
AA51,13303410,2020-07-28,2020-07-24,32.9,33.64,31.97,20200728
AA51,13303410,2020-04-28,2020-04-24,30.58,28.59,32.02,20200428
AA51,13303410,2020-01-28,2020-01-24,46.07,46.21,46.87,20200128
AA51,13303410,2019-10-29,2019-10-25,44.22,43.73,44.48,20191029
AA51,13303410,2019-07-30,2019-07-26,44.66,44.89,44.64,20190730
AA51,13303410,2019-04-30,2019-04-26,43.92,42.97,43.98,20190430
AA51,13303410,2019-01-29,2019-01-25,39.22,40.01,40.03,20190129
AA51,13303410,2018-10-30,2018-10-26,40.99,39.3,42.19,20181030
AA51,13303410,2021-04-27,2021-04-23,47.05,47.57,46.95,20210427
AA51,13303410,2018-04-24,2018-04-20,44.68,44.96,44.56,20180424
AA51,13303410,2018-01-30,2018-01-26,42.31,42.27,43.02,20180130
AA51,13303410,2018-07-31,2018-07-27,44.55,45.7,46.1,20180731
AAON,00036020,2021-05-06,2021-04-30,63.72,65.41,64.02,20210506
AAON,00036020,2021-02-25,2021-02-19,77.88,77.0,76.63,20210225
AAON,00036020,2020-11-05,2020-10-30,59.66,58.41,61.68,20201105
AAON,00036020,2020-05-07,2020-05-01,46.92,45.41,48.58,20200507
AAON,00036020,2020-02-27,2020-02-21,53.12,55.245,57.59,20200227
AAON,00036020,2019-10-31,2019-10-25,49.66,47.84,48.66,20191031
AAON,00036020,2019-05-02,2019-04-26,49.87,49.78,49.52,20190502
AAON,00036020,2019-02-28,2019-02-22,41.56,42.18,39.86,20190228
AAON,00036020,2019-08-01,2019-07-26,50.8,51.76,51.86,20190801
AAON,00036020,2018-08-02,2018-07-27,37.5,36.65,37.1,20180802
AAON,00036020,2018-05-03,2018-04-27,33.8,35.1,31.65,20180503
AAON,00036020,2018-02-27,2018-02-23,35.75,35.4,38.65,20180227
AAPS,00751Y10,2021-02-16,2021-02-12,152.81,152.81,155.51,20210216
AAPS,00751Y10,2020-11-10,2020-11-06,156.63,156.38,155.42,20201110
AAPS,00751Y10,2020-08-18,2020-08-14,161.0,158.66,162.85,20200818
AAPS,00751Y10,2021-06-02,2021-05-28,194.65,189.73,191.33,20210602
AAPS,00751Y10,2020-05-19,2020-05-15,131.11,126.06,135.82,20200519
AAPS,00751Y10,2020-02-18,2020-02-14,133.59,133.59,141.81,20200218
AAPS,00751Y10,2019-08-13,2019-08-09,142.16,144.33,142.23,20190813
AAPS,00751Y10,2019-05-22,2019-05-17,161.3,157.97,166.29,20190522
AAPS,00751Y10,2019-11-12,2019-11-08,168.82,167.4,156.14,20191112
AAPS,00751Y10,2019-02-19,2019-02-15,169.99,169.99,167.14,20190219
AAPS,00751Y10,2018-11-13,2018-11-09,167.06,171.18,184.72,20181113
AAPS,00751Y10,2018-05-22,2018-05-18,119.15,118.32,115.33,20180522
AAPS,00751Y10,2018-08-14,2018-08-10,144.84,146.35,156.13,20180814
AAPS,00751Y10,2018-02-21,2018-02-16,105.35,107.57,114.0,20180221
ABBV,00287Y10,2021-04-30,2021-04-23,110.89,111.38,111.5,20210430
ABBV,00287Y10,2021-02-03,2021-01-29,103.47,102.48,106.95,20210203
ABBV,00287Y10,2020-10-30,2020-10-23,80.67,84.34,85.1,20201030
ABBV,00287Y10,2020-07-31,2020-07-24,96.04,97.11,94.91,20200731
ABBV,00287Y10,2020-05-01,2020-04-24,82.2,83.59,82.84,20200501
ABBV,00287Y10,2020-02-07,2020-01-31,87.18,81.02,92.29,20200207
ABBV,00287Y10,2019-11-01,2019-10-25,79.55,76.53,81.75,20191101
ABBV,00287Y10,2019-01-25,2019-01-18,85.88,89.5,80.54,20190125
ABBV,00287Y10,2018-11-02,2018-10-26,80.21,80.79,79.56,20181102
ABBV,00287Y10,2018-07-27,2018-07-20,93.94,88.91,90.56,20180727
ABBV,00287Y10,2018-01-26,2018-01-19,108.3,104.64,123.21,20180126
ABBV,00287Y10,2019-07-26,2019-07-19,66.66,68.54,67.76,20190726
